* Theory file for HERA1+2 CCep
&Data 
   Name = "Theory for HERA1+2 CCep"
   NData =    39
   NColumn =     6
   ColumnType = 3*"Bin","Theory",  2*"Error"
   ColumnName = "Q2","x","y","theory","alphas+","alphas-"
   Percent =   2*True
&End 
  0.300000E+03  0.800000E-02  0.370550E+00  0.111875E+01  0.170734E+01 -0.164366E+01
  0.300000E+03  0.130000E-01  0.228030E+00  0.660934E+00  0.132344E+01 -0.128040E+01
  0.300000E+03  0.320000E-01  0.926380E-01  0.210216E+00  0.594380E+00 -0.584467E+00
  0.300000E+03  0.800000E-01  0.370550E-01  0.575719E-01 -0.189128E+00  0.173348E+00
  0.300000E+03  0.130000E+00  0.228030E-01  0.273084E-01 -0.622271E+00  0.596955E+00
  0.500000E+03  0.800000E-02  0.617590E+00  0.840312E+00  0.174398E+01 -0.168110E+01
  0.500000E+03  0.130000E-01  0.380050E+00  0.538751E+00  0.134413E+01 -0.130269E+01
  0.500000E+03  0.320000E-01  0.154400E+00  0.186692E+00  0.588970E+00 -0.580834E+00
  0.500000E+03  0.800000E-01  0.617590E-01  0.524183E-01 -0.212858E+00  0.195819E+00
  0.500000E+03  0.130000E+00  0.380050E-01  0.248662E-01 -0.656758E+00  0.630615E+00
  0.100000E+04  0.130000E-01  0.760110E+00  0.328895E+00  0.139423E+01 -0.135268E+01
  0.100000E+04  0.320000E-01  0.308790E+00  0.135741E+00  0.593423E+00 -0.587024E+00
  0.100000E+04  0.800000E-01  0.123520E+00  0.415355E-01 -0.242264E+00  0.223775E+00
  0.100000E+04  0.130000E+00  0.760110E-01  0.200170E-01 -0.700924E+00  0.673868E+00
  0.100000E+04  0.250000E+00  0.395260E-01  0.577533E-02 -0.137564E+01  0.134230E+01
  0.150000E+04  0.320000E-01  0.463190E+00  0.986098E-01  0.612136E+00 -0.606031E+00
  0.150000E+04  0.800000E-01  0.185280E+00  0.330986E-01 -0.255615E+00  0.236443E+00
  0.150000E+04  0.130000E+00  0.114020E+00  0.163306E-01 -0.724614E+00  0.697126E+00
  0.150000E+04  0.250000E+00  0.592890E-01  0.477360E-02 -0.141384E+01  0.138079E+01
  0.150000E+04  0.400000E+00  0.370550E-01  0.115460E-02 -0.203417E+01  0.200239E+01
  0.200000E+04  0.320000E-01  0.617590E+00  0.728575E-01  0.637419E+00 -0.630907E+00
  0.200000E+04  0.800000E-01  0.247040E+00  0.265199E-01 -0.261724E+00  0.242167E+00
  0.200000E+04  0.130000E+00  0.152020E+00  0.134420E-01 -0.740015E+00  0.712263E+00
  0.200000E+04  0.250000E+00  0.790510E-01  0.400312E-02 -0.143962E+01  0.140679E+01
  0.300000E+04  0.320000E-01  0.926380E+00  0.453819E-01  0.671260E+00 -0.663249E+00
  0.300000E+04  0.800000E-01  0.370550E+00  0.172757E-01 -0.261810E+00  0.241925E+00
  0.300000E+04  0.130000E+00  0.228030E+00  0.928339E-02 -0.758774E+00  0.730715E+00
  0.300000E+04  0.250000E+00  0.118580E+00  0.289623E-02 -0.147414E+01  0.144167E+01
  0.300000E+04  0.400000E+00  0.741110E-01  0.711326E-03 -0.212053E+01  0.209111E+01
  0.500000E+04  0.800000E-01  0.617590E+00  0.780418E-02 -0.234142E+00  0.214581E+00
  0.500000E+04  0.130000E+00  0.380050E+00  0.466145E-02 -0.773589E+00  0.745282E+00
  0.500000E+04  0.250000E+00  0.197630E+00  0.162979E-02 -0.151463E+01  0.148264E+01
  0.500000E+04  0.400000E+00  0.123520E+00  0.417538E-03 -0.217836E+01  0.215068E+01
  0.800000E+04  0.130000E+00  0.608090E+00  0.180725E-02 -0.767216E+00  0.739011E+00
  0.800000E+04  0.250000E+00  0.316210E+00  0.763036E-03 -0.154868E+01  0.151715E+01
  0.800000E+04  0.400000E+00  0.197630E+00  0.213364E-03 -0.222780E+01  0.220170E+01
  0.150000E+05  0.250000E+00  0.592890E+00  0.157206E-03 -0.158751E+01  0.155674E+01
  0.150000E+05  0.400000E+00  0.370550E+00  0.588493E-04 -0.228927E+01  0.226528E+01
  0.300000E+05  0.400000E+00  0.741110E+00  0.478052E-05 -0.236095E+01  0.234010E+01
